,H2PipeUnitCapex_per_mile,H2PipeFlowSize_tonne_per_hour,H2PipeCap_tonne_per_mile,rhoH2PipeCap_min,lifetime,len_bw_comp_mile,BoosterCompCapex_per_tonne_hr,BoosterCompEnergy_MWh_per_tonne,H2PipeUnitCapex_per_mile_Not_adjusted
Diam 42cm,3.72E+06,38.8,1.18,0,40,266.57,5.00E+05,0.8,2.55E+06
